XMDUENT,XMDUSITE,XMDUDOCNO,XMDUSEQ,XMDU002,XMDU008,XMDU011
3,JINPAO,JP2101-20221110011,12.0,A3225003280100,PC,19.2
3,JINPAO,JP2101-20221110011,13.0,A3225004580100,PC,43.88
3,JINPAO,JP2101-20221110011,14.0,A3225016550100,PC,15.85
3,JINPAO,JP2101-20221110011,15.0,A3225000600100,PC,23.62
3,JINPAO,JP2101-20221110011,16.0,A3225016610100,PC,25.79
3,JINPAO,JP2101-20230619003,1.0,A22350037600,PC,0.0
3,JINPAO,JP2106-20230921001,1.0,G22320003300,PC,0.0
3,JINPAO,JP2106-20230921001,2.0,G22320003400,PC,0.0
3,JINPAO,JP2105-20240409001,1.0,G22240004203,PC,0.0
3,JINPAO,JP2101-20170824002,1.0,8021103281900006,PC,0.0
3,JINPAO,JP2105-20180323002,1.0,G21820003700,PC,64683.66
3,JINPAO,JP2106-20180721001,1.0,8021103011900002,PC,2.76
3,JINPAO,JP2106-20180721001,2.0,8021103011800002,PC,2.7
3,JINPAO,JP2106-20180721001,3.0,8021103011700002,PC,1.89
3,JINPAO,JP2106-20180721001,4.0,8021103011600002,PC,2.13
3,JINPAO,JP2106-20180721001,5.0,8021103011500002,PC,5.19
3,JINPAO,JP2106-20180724003,1.0,G21720033801,PC,0.0
3,JINPAO,JP2106-20180724003,2.0,G21720033201,PC,0.0
3,JINPAO,JP2106-20180724003,3.0,G21720033501,PC,0.0
3,JINPAO,JP2106-20180724003,4.0,G21820018900,PC,0.0
3,JINPAO,JP2106-20180724003,5.0,G21820019000,PC,0.0
3,JINPAO,JP2106-20180724003,6.0,G21820019100,PC,3.33
3,JINPAO,JP2106-20180724003,7.0,G21820019200,PC,0.0
3,JINPAO,JP2105-20181210002,1.0,G21840008900,PC,0.0
3,JINPAO,JP2105-20181210002,2.0,G21840009000,PC,0.0
3,JINPAO,JP2105-20181210002,3.0,G21840009100,PC,0.0
3,JINPAO,JP2105-20181210002,4.0,G21840009200,PC,0.0
3,JINPAO,JP2105-20181210002,5.0,G21840009300,PC,0.0
3,JINPAO,JP2106-20190125002,1.0,G21920001000,PC,24.47
3,JINPAO,JP2105-20190218002,1.0,M21810011202,SET,350.0
3,JINPAO,JP2105-20190426004,1.0,G21810024601,PC,37.0
3,JINPAO,JP2105-20190426004,2.0,G21810024701,PC,39.0
3,JINPAO,JP2105-20190426004,3.0,G21810024802,PC,0.0
3,JINPAO,JP2105-20190426004,4.0,G21810024901,PC,0.0
3,JINPAO,JP2105-20190426004,5.0,G21810025001,PC,0.0
3,JINPAO,JP2105-20190426004,6.0,G21810025201,PC,0.0
3,JINPAO,JP2105-20190426004,7.0,G21810025301,PC,0.0
3,JINPAO,JP2105-20190426004,8.0,G21810025401,PC,0.0
3,JINPAO,JP2106-20190529002,1.0,G21720034803,PC,6.29
3,JINPAO,JP2106-20190529002,2.0,G21720034903,PC,7.2
3,JINPAO,JP2105-20200213001,1.0,8021211202600006,PC,30.08
3,JINPAO,JP2105-20200513001,1.0,G22010010900,PC,0.0
3,JINPAO,JP2105-20200513001,2.0,G22010011000,PC,0.0
3,JINPAO,JP2105-20200513001,3.0,G22010011100,PC,0.0
3,JINPAO,JP2105-20200513001,4.0,G22010011200,PC,0.0
3,JINPAO,JP2105-20200513001,5.0,G22010011300,PC,0.0
3,JINPAO,JP2105-20200513001,6.0,G22010011400,PC,0.0
3,JINPAO,JP2105-20200513001,7.0,G22010011500,PC,0.0
3,JINPAO,JP2105-20200513001,8.0,G22010011600,PC,0.0
3,JINPAO,JP2105-20200513001,9.0,G22010011700,PC,0.0
3,JINPAO,JP2105-20200513001,10.0,G22010011800,PC,0.0
3,JINPAO,JP2105-20200513001,11.0,G22010011900,PC,0.0
3,JINPAO,JP2105-20200513001,12.0,G22010012000,PC,0.0
3,JINPAO,JP2105-20200513001,13.0,G22010012100,PC,0.0
3,JINPAO,JP2105-20200513001,14.0,G22010012200,PC,0.0
3,JINPAO,JP2105-20200513001,15.0,G22010012300,PC,0.0
3,JINPAO,JP2105-20200513001,16.0,G22010012400,PC,0.0
3,JINPAO,JP2105-20200513001,17.0,G22010012500,PC,0.0
3,JINPAO,JP2105-20200513001,18.0,G22010012600,PC,0.0
3,JINPAO,JP2105-20200513001,19.0,G22010012700,PC,0.0
3,JINPAO,JP2105-20200513001,20.0,G22010012800,PC,0.0
3,JINPAO,JP2105-20180521002,15.0,G21820009100,PC,11.52
3,JINPAO,JP2105-20180521002,16.0,G21820009200,PC,7.64
3,JINPAO,JP2106-20180920002,1.0,G21830017900,PC,68.16
3,JINPAO,JP2106-20180920002,2.0,G21830018000,PC,9.51
3,JINPAO,JP2106-20180920002,3.0,G21830018100,PC,317.64
3,JINPAO,JP2106-20180920002,4.0,G21830018200,PC,242.65
3,JINPAO,JP2105-20181224001,1.0,G21840003500,PC,0.0
3,JINPAO,JP2106-20190109003,1.0,G21720043201,PC,0.0
3,JINPAO,JP2106-20190109003,2.0,G21720043401,PC,43904.0
3,JINPAO,JP2106-20190109004,1.0,G21720043201,PC,17607.0
3,JINPAO,JP2101-20190205001,1.0,A2185D000600,PC,198.57
3,JINPAO,JP2101-20190205001,2.0,80D1410500100000,PC,331.14
3,JINPAO,JP2101-20190205001,3.0,A2195D000200,PC,172.0
3,JINPAO,JP2106-20190208001,1.0,G21720001301,PC,8.73
3,JINPAO,JP2104-20190219001,1.0,G21820021000,PC,111.58
3,JINPAO,JP2104-20190219001,2.0,G21820020800,PC,45.43
3,JINPAO,JP2104-20190219001,3.0,G21820020900,PC,70.5
3,JINPAO,JP2105-20190323001,1.0,8021405402500003,PC,0.0
3,JINPAO,JP2105-20190323001,2.0,G21940003500,PC,0.0
3,JINPAO,JP2109-20190510001,1.0,G21650008700,PC,149.0
3,JINPAO,JP2107-20190904001,1.0,G21920016900,PC,0.0
3,JINPAO,JP2107-20190904001,2.0,G21920017000,PC,0.0
3,JINPAO,JP2105-20191029003,1.0,G21940000601,PC,0.0
3,JINPAO,JP2105-20191029004,1.0,G21940014300,PC,0.0
3,JINPAO,JP2105-20191030003,1.0,M21930026700,SET,80000.0
3,JINPAO,JP2101-20200122003,1.0,A22050002500,PC,0.0
3,JINPAO,JP2105-20210324004,2.0,M21630002902,SET,5000.0
3,JINPAO,JP2105-20201211002,1.0,G22030023500,PC,2400.0
3,JINPAO,JP2105-20210324004,1.0,M22130005200,SET,5000.0
3,JINPAO,JP2106-20211004005,1.0,G22120013800,PC,4.23
3,JINPAO,JP2101-20221021001,1.0,A21950010905,PC,517.0
3,JINPAO,JP2101-20221021001,2.0,A21950006309,PC,4307.0
3,JINPAO,JP2101-20221021001,3.0,A21950007708,SET,4496.0
3,JINPAO,JP2101-20221110007,1.0,A3225004950100,PC,34.21
3,JINPAO,JP2101-20221110007,2.0,A3225005120100,PC,38.87
3,JINPAO,JP2105-20220329001,1.0,G22120019001,PC,98.38
3,JINPAO,JP2101-20220829001,10.0,A22250213100,PC,1.0
3,JINPAO,JP2101-20220829001,11.0,A22250211100,PC,1.0
3,JINPAO,JP2101-20220829001,12.0,A22250211200,PC,1.0
3,JINPAO,JP2101-20220829001,13.0,A22250211300,PC,1.0
3,JINPAO,JP2101-20220829002,1.0,A22250212400,PC,79.27
3,JINPAO,JP2101-20220829002,2.0,A22250212800,PC,1.0
3,JINPAO,JP2101-20220829002,3.0,A22250212900,PC,1.0
3,JINPAO,JP2101-20220829002,4.0,A22250212500,PC,36.26
3,JINPAO,JP2101-20220829002,5.0,A22250212600,PC,1.0
3,JINPAO,JP2101-20220829002,6.0,A22250212700,PC,1.0
3,JINPAO,JP2101-20220829003,1.0,A22250211500,PC,7.0
3,JINPAO,JP2101-20220829003,2.0,A22250211600,PC,20.02
3,JINPAO,JP2101-20220829003,3.0,A22250211700,PC,1.0
3,JINPAO,JP2101-20220829003,4.0,A22250211800,PC,38.27
3,JINPAO,JP2101-20220829003,5.0,A22250211900,PC,1.0
3,JINPAO,JP2101-20220829003,6.0,A22250212000,PC,1.0
3,JINPAO,JP2101-20220829003,7.0,A22250212100,PC,257.62
3,JINPAO,JP2105-20221208001,1.0,G22140004100,PC,0.0
3,JINPAO,JP2101-20221219001,1.0,A22150012400,PC,353.88
3,JINPAO,JP2101-20220916001,1.0,A22250218100,PC,143.77
3,JINPAO,JP2101-20220916001,2.0,A22250218200,PC,54.18
3,JINPAO,JP2101-20220916001,3.0,A22250218300,PC,50.16
3,JINPAO,JP2101-20220916001,4.0,A22250218400,PC,53.78
3,JINPAO,JP2101-20220916001,5.0,A22250218500,PC,51.59
3,JINPAO,JP2101-20220916001,6.0,A22250218600,PC,98.54
3,JINPAO,JP2101-20220916001,7.0,A22250218700,PC,24.12
3,JINPAO,JP2101-20250714005,1.0,G22310009500,PC,20.0
3,JINPAO,JP2105-20250118002,9.0,G22530004000,PC,2100.0
3,JINPAO,JP2105-20250118002,10.0,G22530004100,PC,2800.0
3,JINPAO,JP2105-20250118002,11.0,G22530004200,PC,475.83
3,JINPAO,JP2105-20250118002,12.0,G22530004300,PC,337.69
3,JINPAO,JP2105-20250118002,13.0,G22530004400,PC,366.12
3,JINPAO,JP2105-20250118002,14.0,G22530004500,PC,81.08
3,JINPAO,JP2105-20250118002,15.0,G22530004600,PC,194.7
3,JINPAO,JP2105-20250118002,16.0,G22530004700,PC,89.75
3,JINPAO,JP2105-20250118002,17.0,G22530004800,PC,200.66
3,JINPAO,JP2105-20250118002,18.0,G22530005000,PC,271.45
3,JINPAO,JP2105-20250118002,19.0,G22530005100,PC,598.26
3,JINPAO,JP2105-20250118002,20.0,G22530005200,PC,138.16
3,JINPAO,JP2101-20250125001,1.0,A22550000900,PC,0.0
3,JINPAO,JP2106-20250407001,1.0,G21710022301,PC,0.0
3,JINPAO,JP2106-20250407001,2.0,G21710021201,PC,0.0
3,JINPAO,JP2106-20250407001,3.0,G21710021301,PC,0.0
3,JINPAO,JP2106-20250407001,4.0,G21710022401,PC,0.0
3,JINPAO,JP2106-20250407001,5.0,G21710022501,PC,0.0
3,JINPAO,JP2106-20250407001,6.0,G21710022701,PC,0.0
3,JINPAO,JP2106-20250407001,7.0,G21710022801,PC,0.0
3,JINPAO,JP2106-20250407001,8.0,G21710022901,PC,0.0
3,JINPAO,JP2106-20250407001,9.0,G21710023001,PC,0.0
3,JINPAO,JP2106-20250407001,10.0,G21710023101,PC,0.0
3,JINPAO,JP2106-20250407001,11.0,G21710021001,PC,0.0
3,JINPAO,JP2106-20250407001,12.0,G21710021101,PC,0.0
3,JINPAO,JP2106-20250407001,13.0,G21710020701,PC,0.0
3,JINPAO,JP2106-20250407001,14.0,G21710020801,PC,0.0
3,JINPAO,JP2104-20250422001,2.0,G21920011804,SET,1712.0
3,JINPAO,JP2106-20250407001,15.0,G21710022101,PC,0.0
3,JINPAO,JP2106-20250407002,1.0,G22410011700,PC,0.0
3,JINPAO,JP2104-20250422001,1.0,G21920011704,SET,1712.0
3,JINPAO,JP2104-20250422002,1.0,G21620022409,PC,707.18
3,JINPAO,JP2104-20250422002,2.0,G21720036608,PC,669.36
3,JINPAO,JP2105-20170921002,1.0,G3173001150100,PC,534.0
3,JINPAO,JP2105-20170921002,2.0,G3173001200100,PC,528.0
3,JINPAO,JP2106-20171115005,1.0,G21650013200,PC,0.0
3,JINPAO,JP2101-20200121004,2.0,8021103347000002,PC,0.0
3,JINPAO,JP2106-20180406003,1.0,G21730008702,PC,70.74
3,JINPAO,JP2106-20180406003,2.0,G21730008800,PC,9.88
3,JINPAO,JP2106-20180406003,3.0,G21830006800,PC,330.15
3,JINPAO,JP2106-20180406003,4.0,G21730008501,PC,252.19
3,JINPAO,JP2106-20180503002,1.0,G21720018001,PC,2.33
3,JINPAO,JP2105-20180901001,1.0,G21630024504,PC,90.46
3,JINPAO,JP2106-20180912002,1.0,G21820023400,PC,6.53
3,JINPAO,JP2106-20180912002,2.0,G21820023500,PC,6.48
3,JINPAO,JP2106-20180912002,3.0,G21820023600,PC,5.08
3,JINPAO,JP2106-20180912002,4.0,G21820023700,PC,5.14
3,JINPAO,JP2106-20180912002,5.0,G21820023800,PC,18.55
3,JINPAO,JP2106-20180912002,6.0,G21820023900,PC,18.55
3,JINPAO,JP2106-20180912002,7.0,G21820024000,PC,2.01
3,JINPAO,JP2105-20181115003,1.0,G21850003100,PC,10.94
3,JINPAO,JP2105-20181116003,1.0,G21630006803,PC,235.0
3,JINPAO,JP2105-20181123007,1.0,8021211201000002,PC,11.0
3,JINPAO,JP2106-20181128001,1.0,8021206204100002,PC,154.05
3,JINPAO,JP2102-20181213001,1.0,G21630017201,PC,45.0
3,JINPAO,JP2102-20181213001,2.0,G21630023401,PC,27.28
3,JINPAO,JP2105-20190527004,1.0,8021304400500002,PC,0.0
3,JINPAO,JP2105-20190621001,1.0,8021301204300005,SET,711.37
3,JINPAO,JP2103-20190919001,1.0,8021206201800002,PC,35.16
3,JINPAO,JP2106-20200106001,1.0,G21720008701,PC,17.87
3,JINPAO,JP2107-20190411005,4.0,G21920008200,PC,4.56
3,JINPAO,JP2106-20190419001,1.0,8021111400400000,PC,0.0
3,JINPAO,JP2106-20190808002,1.0,G21720033402,PC,4.28
3,JINPAO,JP2106-20190808003,1.0,G21820032302,PC,5.16
3,JINPAO,JP2106-20190808004,1.0,G21820019201,PC,0.97
3,JINPAO,JP2106-20190808005,1.0,G21720033301,PC,3.29
3,JINPAO,JP2106-20190826001,1.0,8021205204300002,PC,0.0
3,JINPAO,JP2106-20190826001,2.0,8021205204400003,PC,0.0
3,JINPAO,JP2106-20191129001,1.0,G21620010203,PC,10.86
3,JINPAO,JP2106-20191129001,2.0,G21820028700,PC,1.795
3,JINPAO,JP2106-20191129001,3.0,G21820023300,PC,1.37
3,JINPAO,JP2106-20191129001,4.0,G21820030000,PC,0.792
3,JINPAO,JP2106-20191129001,5.0,G21820021700,PC,1.063
3,JINPAO,JP2105-20200811003,1.0,M22030007300,SET,3160000.0
3,JINPAO,JP2105-20200811003,2.0,M22030007400,SET,3645000.0
3,JINPAO,JP2105-20200811003,3.0,M22030007500,SET,1892000.0
3,JINPAO,JP2105-20200811003,4.0,M22030007100,SET,162000.0
3,JINPAO,JP2105-20200811003,5.0,M22030006800,SET,185000.0
3,JINPAO,JP2105-20200811003,6.0,M22030006900,SET,130000.0
3,JINPAO,JP2105-20200811003,7.0,M22030007000,SET,90000.0
3,JINPAO,JP2105-20200811003,8.0,M22030007200,SET,320000.0
3,JINPAO,JP2105-20200819002,1.0,81453GG00509,PC,0.67
3,JINPAO,JP2105-20200819002,2.0,81453GG00513,PC,0.75
3,JINPAO,JP2105-20200819002,3.0,81453GG01017,PC,0.9
3,JINPAO,JP2105-20200908003,14.0,G22040010400,PC,0.0
3,JINPAO,JP2105-20200908003,15.0,G22040010500,PC,0.0
3,JINPAO,JP2105-20200908003,16.0,G22040010600,PC,0.0
3,JINPAO,JP2105-20200908003,17.0,G22040010700,PC,0.0
3,JINPAO,JP2105-20200908003,18.0,G22040010800,PC,0.0
3,JINPAO,JP2105-20200908003,19.0,G22040010900,PC,0.0
3,JINPAO,JP2105-20200908003,20.0,G22040011000,PC,0.0
3,JINPAO,JP2105-20200908003,21.0,G22040011100,PC,0.0
3,JINPAO,JP2106-20220208001,1.0,G21650006700,PC,0.0
3,JINPAO,JP2106-20220208001,2.0,G21650008600,PC,0.0
3,JINPAO,JP2106-20220208001,3.0,G22020001501,PC,0.0
3,JINPAO,JP2104-20240322001,1.0,G21720011600,PC,0.0
3,JINPAO,JP2105-20240418001,1.0,G21620019600,PC,0.0
3,JINPAO,JP2105-20170828002,1.0,G21730015400,PC,47.32
3,JINPAO,JP2105-20170828002,2.0,G21730015500,PC,411.64
3,JINPAO,JP2105-20170828002,3.0,G21730015600,PC,123.62
3,JINPAO,JP2105-20170922001,1.0,G21550000204,PC,996.53
3,JINPAO,JP2101-20171002001,1.0,A21620002801,PC,0.0
3,JINPAO,JP2108-20180404001,1.0,8021411101800002,SET,2584.07
3,JINPAO,JP2105-20180517001,1.0,G21830005500,PC,1836.86
3,JINPAO,JP2105-20180517001,2.0,G21830005600,PC,1934.48
3,JINPAO,JP2105-20180517001,3.0,G21830005300,PC,447.48
3,JINPAO,JP2105-20180517001,4.0,G21830005700,PC,222.59
3,JINPAO,JP2105-20180517001,5.0,G21830006000,PC,838.25
3,JINPAO,JP2105-20180517001,6.0,G21830005900,PC,126.62
3,JINPAO,JP2105-20180517001,7.0,G21830005400,PC,274.56
3,JINPAO,JP2105-20180517001,8.0,G21830006100,PC,1890.64
3,JINPAO,JP2105-20180517001,9.0,G21830006400,PC,105.13
3,JINPAO,JP2105-20180517001,10.0,G21830006500,PC,80.22
3,JINPAO,JP2105-20180517001,11.0,G21830006300,PC,122.54
3,JINPAO,JP2105-20180517001,12.0,G21830005800,PC,95.79
3,JINPAO,JP2105-20180517001,13.0,G21830006600,PC,82.34
3,JINPAO,JP2105-20180517001,14.0,G21830006200,PC,308.02
3,JINPAO,JP2105-20180517001,15.0,G21730025301,PC,143.91
3,JINPAO,JP2105-20200513001,21.0,G22010012900,PC,0.0
3,JINPAO,JP2105-20200513001,22.0,G22010013000,PC,0.0
3,JINPAO,JP2105-20200513001,23.0,G22010013100,PC,0.0
3,JINPAO,JP2105-20200513001,24.0,G22010013200,PC,0.0
3,JINPAO,JP2105-20200513001,25.0,G22010013300,PC,0.0
3,JINPAO,JP2105-20200513001,26.0,G22010013400,PC,0.0
3,JINPAO,JP2105-20200513001,27.0,G22010013500,PC,0.0
3,JINPAO,JP2105-20200513001,28.0,G22010013600,PC,0.0
3,JINPAO,JP2105-20200513001,29.0,G22010013700,PC,0.0
3,JINPAO,JP2105-20200513001,30.0,G22010013800,PC,0.0
3,JINPAO,JP2105-20200513001,31.0,G22010013900,PC,0.0
3,JINPAO,JP2101-20200804003,1.0,82453F300122,PC,1630.93
3,JINPAO,JP2109-20221117001,1.0,G21650012503,PC,0.0
3,JINPAO,JP2109-20221117001,2.0,G21650012602,PC,0.0
3,JINPAO,JP2109-20221117001,3.0,G21650012702,PC,0.0
3,JINPAO,JP2109-20221117001,4.0,G21650012801,PC,0.0
3,JINPAO,JP2101-20240703004,1.0,A22350000100,PC,1154.0
3,JINPAO,JP2101-20240703004,2.0,A22250194700,PC,0.0
3,JINPAO,JP2101-20240703004,3.0,A22250196300,PC,0.0
3,JINPAO,JP2106-20240803002,1.0,G22110013600,PC,170.6
3,JINPAO,JP2106-20240803002,2.0,G22110013200,PC,1221.35
3,JINPAO,JP2106-20180202002,1.0,G21620025004,PC,11.38
3,JINPAO,JP2106-20180202002,2.0,G21620025101,PC,2.44
3,JINPAO,JP2105-20180425003,1.0,81499GG01697,PC,0.0
3,JINPAO,JP2106-20180622004,1.0,G21720001001,PC,1695.0
3,JINPAO,JP2105-20180817001,1.0,M21810005401,SET,200.0
3,JINPAO,JP2106-20181206007,1.0,G21820036600,PC,6.4
3,JINPAO,JP2106-20181206007,2.0,G21820036700,PC,4.16
3,JINPAO,JP2106-20181206007,3.0,G21820036800,PC,4.16
3,JINPAO,JP2106-20181206007,4.0,G21820036900,PC,2.42
3,JINPAO,JP2106-20190116005,1.0,G21820028301,PC,5.25
3,JINPAO,JP2106-20190312002,1.0,8021208204400001,PC,574.0
3,JINPAO,JP2106-20190312002,2.0,8021208205200000,PC,477.0
3,JINPAO,JP2104-20190321001,1.0,G21620021506,PC,180.0
3,JINPAO,JP2104-20190321001,2.0,G21720010704,PC,193.0
3,JINPAO,JP2101-20190621002,1.0,A21750000103,PC,0.0
3,JINPAO,JP2106-20190625003,1.0,8021311400300002,PC,0.0
3,JINPAO,JP2106-20190628001,1.0,G21920009101,PC,11.193
3,JINPAO,JP2105-20190723001,1.0,G21940009500,PC,0.0
3,JINPAO,JP2106-20190925005,1.0,G21920017600,PC,0.0
3,JINPAO,JP2105-20200204002,1.0,G21810031604,PC,0.0
3,JINPAO,JP2105-20200204002,2.0,G21910018201,PC,0.0
3,JINPAO,JP2105-20200204002,3.0,G21910018401,PC,0.0
3,JINPAO,JP2101-20201009001,1.0,A21850007603,PC,456.79
3,JINPAO,JP2105-20201202003,1.0,M22030023900,SET,20000.0
3,JINPAO,JP2105-20210318001,1.0,G21920001102,PC,0.0
3,JINPAO,JP2105-20201128001,1.0,G22030015901,PC,637.95
3,JINPAO,JP2105-20201128001,2.0,G22030016001,PC,297.69
3,JINPAO,JP2105-20220223001,1.0,G22120023901,PC,0.0
3,JINPAO,JP2106-20220809002,1.0,G22140009700,PC,0.0
3,JINPAO,JP2106-20220816003,1.0,G22210000300,PC,12.5
3,JINPAO,JP2106-20220816003,2.0,G22210000600,PC,361.0
3,JINPAO,JP2106-20220816003,3.0,G22210011500,PC,132.24
3,JINPAO,JP2106-20220816003,4.0,G22210012400,PC,46.0
3,JINPAO,JP2106-20220816003,5.0,G22210000800,PC,35.0
3,JINPAO,JP2106-20220816003,6.0,G22210000900,PC,27.3
3,JINPAO,JP2106-20220816003,7.0,G22210001000,PC,428.08
3,JINPAO,JP2106-20220816003,8.0,G22210001200,PC,119.09
3,JINPAO,JP2106-20220816003,9.0,G22210001300,PC,38.0
3,JINPAO,JP2105-20220926001,1.0,G22240017002,PC,385.0
3,JINPAO,JP2105-20220927003,1.0,8021405402000001,PC,0.0
3,JINPAO,JP2106-20221125001,1.0,G21720009001,PC,0.0
3,JINPAO,JP2101-20221219001,2.0,A21950011902,PC,91.94
3,JINPAO,JP2101-20221219001,3.0,8021107210700003,PC,13.72
3,JINPAO,JP2101-20221219001,4.0,A22250196000,PC,6.07
3,JINPAO,JP2101-20221219001,5.0,A21720001200,PC,16.52
3,JINPAO,JP2101-20221219001,6.0,A21720001300,PC,11.61
3,JINPAO,JP2101-20221219001,7.0,A22250233500,PC,3.5
3,JINPAO,JP2101-20221219001,8.0,8021402200200004,PC,181.77
3,JINPAO,JP2101-20221219001,9.0,A21620000903,PC,15.05
3,JINPAO,JP2105-20230214003,1.0,G22130024101,PC,29.39
3,JINPAO,JP2106-20221228001,1.0,G22220016600,PC,584.0
3,JINPAO,JP2101-20221228001,1.0,8021402200200004,PC,181.77
3,JINPAO,JP2106-20230317001,1.0,G22240015600,PC,0.0
3,JINPAO,JP2105-20230403002,1.0,G22240004202,PC,0.0
3,JINPAO,JP2105-20230404001,1.0,G3214000401200,SET,0.0
3,JINPAO,JP2101-20230426001,1.0,A21950000401,PC,5.54
3,JINPAO,JP2105-20230504003,1.0,G22320002200,PC,0.0
3,JINPAO,JP2104-20230612001,1.0,G21920021401,PC,0.0
3,JINPAO,JP2105-20230614001,1.0,G22230002500,PC,1729.84
3,JINPAO,JP2105-20230614001,2.0,G22230002100,PC,2059.74
3,JINPAO,JP2105-20230614001,3.0,G22230002000,PC,8040.64
3,JINPAO,JP2109-20230710001,1.0,8021508509100000,PC,0.0
3,JINPAO,JP2101-20230908001,1.0,A21950015001,PC,13570.0
3,JINPAO,JP2101-20230908001,2.0,A21950015201,PC,1862.0
3,JINPAO,JP2101-20230908002,1.0,A22150003801,PC,1386.0
3,JINPAO,JP2106-20230914001,1.0,G22310012800,PC,0.0
3,JINPAO,JP2101-20230923002,1.0,A22250338502,PC,60.41
3,JINPAO,JP2101-20230926003,1.0,A22350064000,PC,1.0
3,JINPAO,JP2105-20231115001,1.0,G22330011900,PC,1200.0
3,JINPAO,JP2105-20231115001,2.0,G2233C000200,SET,1500.0
3,JINPAO,JP2105-20231115001,3.0,G22330012000,PC,1100.0
3,JINPAO,JP2105-20231115001,4.0,G22330011800,PC,1200.0
3,JINPAO,JP2105-20171017005,1.0,G21730019000,PC,33.13
3,JINPAO,JP2106-20171109007,1.0,G21610011402,PC,9.3
3,JINPAO,JP2105-20171115001,1.0,G21630019302,PC,355.59
3,JINPAO,JP2103-20180410002,1.0,G21620025801,PC,0.63
3,JINPAO,JP2106-20180427005,1.0,G21830008100,PC,77.6
3,JINPAO,JP2106-20180427005,2.0,G21830008200,PC,110.0
3,JINPAO,JP2105-20180613004,1.0,G21720010500,PC,28.0
3,JINPAO,JP2106-20180817001,1.0,G21820015801,PC,8.56
3,JINPAO,JP2104-20181008001,1.0,G21820021000,PC,111.58
3,JINPAO,JP2104-20181008001,2.0,G21820020800,PC,45.43
3,JINPAO,JP2104-20181008001,3.0,G21820020900,PC,70.5
3,JINPAO,JP2106-20190318001,1.0,G21920005100,PC,5.73
3,JINPAO,JP2106-20190318001,2.0,G21920005200,PC,5.73
3,JINPAO,JP2106-20190318002,1.0,G21920005000,PC,16.83
3,JINPAO,JP2105-20200601001,1.0,G22030007302,PC,641.44
3,JINPAO,JP2105-20210113003,3.0,G22140000300,PC,0.0
3,JINPAO,JP2105-20210113003,1.0,G22140000700,PC,0.0
3,JINPAO,JP2105-20210113003,2.0,G22140000200,PC,0.0
3,JINPAO,JP2105-20210113003,4.0,G22140000400,PC,0.0
3,JINPAO,JP2105-20210113003,5.0,G22140000800,PC,0.0
3,JINPAO,JP2105-20210113003,6.0,G22140000500,PC,0.0
3,JINPAO,JP2105-20210113003,7.0,G22140000600,PC,0.0
3,JINPAO,JP2105-20221021001,1.0,G3214000182000,PC,0.0
3,JINPAO,JP2106-20230308001,1.0,81499GG02460,PC,0.0
3,JINPAO,JP2101-20241218005,1.0,A22350028401,PC,2.21
3,JINPAO,JP2101-20220314003,85.0,A22250176300,PC,30.72
3,JINPAO,JP2101-20220314003,86.0,A22250176200,PC,31.22
3,JINPAO,JP2101-20200121004,1.0,8021103351000002,PC,0.0
3,JINPAO,JP2105-20200225003,1.0,G22040001500,PC,0.0
3,JINPAO,JP2105-20200225003,2.0,G22040001600,PC,0.0
3,JINPAO,JP2105-20200225003,3.0,G22040001700,PC,0.0
3,JINPAO,JP2105-20200225003,4.0,G22040001800,PC,0.0
3,JINPAO,JP2105-20200504002,1.0,G22040005200,PC,0.0
3,JINPAO,JP2105-20210308002,1.0,G22130001700,PC,197.74
3,JINPAO,JP2105-20210311003,1.0,8131108301001600,PC,295.0
3,JINPAO,JP2105-20210708001,1.0,G22140008401,PC,0.0
3,JINPAO,JP2105-20210708001,2.0,G22140008501,PC,0.0
3,JINPAO,JP2105-20230324005,2.0,G22330001900,PC,787.89
3,JINPAO,JP2105-20230531001,2.0,G3203000830200,PC,229.42
3,JINPAO,JP2101-20230617001,1.0,A22350038200,PC,42.58
3,JINPAO,JP2101-20230617001,2.0,A22350038400,PC,337.54
3,JINPAO,JP2101-20230617001,3.0,A22350038100,PC,14.07
3,JINPAO,JP2101-20230617002,1.0,A22350038200,PC,42.58
3,JINPAO,JP2101-20230617002,2.0,A22350038400,PC,337.54
3,JINPAO,JP2101-20230617002,3.0,A22350038100,PC,14.07
3,JINPAO,JP2101-20230617003,1.0,A22350038300,PC,24.41
3,JINPAO,JP2109-20230619001,1.0,G21650008900,PC,0.0
3,JINPAO,JP2101-20230717001,1.0,A22350034900,PC,0.0
3,JINPAO,JP2106-20230725001,1.0,G22320000100,PC,0.0
3,JINPAO,JP2101-20230901004,1.0,A3225008230100,PC,1.0
3,JINPAO,JP2101-20230901005,1.0,A3225013200100,PC,18.44
3,JINPAO,JP2101-20230926001,1.0,A22150004401,PC,18.81
3,JINPAO,JP2105-20230926002,1.0,G3163000042101,PC,344.0
3,JINPAO,JP2105-20231226001,1.0,G22340011201,PC,63.21
3,JINPAO,JP2105-20231226001,2.0,G22340011300,PC,7.33
3,JINPAO,JP2105-20231226001,3.0,G22340011401,PC,30.79
3,JINPAO,JP2105-20231226001,4.0,G22340011501,PC,10.29
3,JINPAO,JP2105-20231226001,5.0,G22340011601,PC,9.47
3,JINPAO,JP2105-20231226001,6.0,G22340011101,PC,10.56
3,JINPAO,JP2105-20231226001,7.0,G22340016400,PC,7.2
